sentences,labels
"When my dessert came in, there was a candle on it -- not because someone asked me to -- but because the waiter saw me open my birthday card and gift card, and said he knew it was a special occasion of some kind.",[[22]]
It 's the mark of a careful waiter .,[[7]]
I recommend the restaurant based on our experience last night.,[[3]]
We ate at a Thai restaurant after the reviews but very unhappy with the food .,[[14]]
We think this place uses too much msg cooking in food .,[[10]]
"I recommend gelatin , chicken drunk and soup pastels , and blue crab .","[[2], [5, 4], [7, 8], [11, 12]]"
The food is so cheap and the waiters are so nice.,"[[1], [7]]"
I've been at the restaurant for several years and the food is still excellent.,[[10]]
The cheese plate is a varied treat and a great deal at $10.,"[[1, 2]]"
"The wide selection of bruschettas, paninis, tramezzinis keeps the palate stagnant.","[[4], [5], [6]]"
"(Asparagus, truffle oil, bruschetta of parmesan is a winner!)","[[0, 1, 2, 5, 3]]"
The list of wines is extensive without overpricing it.,"[[3, 1]]"
Make sure you try the seasonal specials and always delicious.,[[6]]
I loved this place !,[[3]]
I almost hesitated to write a review because the atmosphere was so good and I wouldn't want it to get too crowded.,[[9]]
"The food was really good, really good, and the place was great.","[[1], [9]]"
"The waiting room staff is very kind, they make you feel like you're eating in a friendly little European town.","[[1, 3]]"
"Don't get me wrong, the people who work there are evil and incompetent!!",[[5]]
"The service was terrible, we had to wait for everything and ask several different people for the same before they allowed us to be served.",[[1]]
"The waitress, she seems more concerned with looking good than being a waitress.",[[1]]
"After dinner, the manager grabbed my boyfriend, asked him where you're from, maybe you don't know how things work in America, and he walked away almost crying, yelling that tips are the only thing that survives.",[[3]]
"We got a tip, I guess the model/cam wanted more and complained to the manager.",[[7]]
"All the work is unprofessional and I'd like the Café Noir to have a good staff, because despite the current, this is a great place.","[[8, 10], [15]]"
The pizza here is consistently good.,[[1]]
Salads are a delicious way to start a meal.,[[0]]
You should pass the squid .,[[4]]
The decor is lovely.,[[1]]
The service is average.,[[1]]
What a wonderful place .,[[3]]
"The atmosphere was very fun, and the prices were excellent, plus the food was very tasty.","[[1], [12]]"
I 'd definitely recommend the sea if you like Thai cuisine !,"[[9, 10]]"
I was here a few weeks ago and we had the worst customer service experience in a restaurant.,"[[12, 13]]"
"A gentleman, perhaps the manager, came to our table, and without a smile or a greeting asked for our order.",[[1]]
I loved this place .,[[3]]
"Excellent atmosphere , delicious dishes , good service and kindness .","[[1], [4], [7]]"
The wine list is also very nice.,"[[1, 2]]"
"Everything was wonderful , food , drinks , staff , thousands .","[[4], [6], [8], [10]]"
I 'd recommend this place !,[[4]]
I've been to Casimir more than five times and I've always had a good time there.,[[3]]
The food is excellent and reasonably priced.,[[1]]
"I tried to make reservations, but the hostess didn't have my name on both occasions.",[[7]]
"If the weather is nice, try to get an outside table.","[[9, 10]]"
"Staff have been nice, but they seemed very stressed and the unisex bathroom needs to be cleaned more often.","[[0], [11, 12]]"
"From the spectacular caviar to the hospitable waitress staff, I felt like a royalty and enjoyed every second.","[[3], [7]]"
"Considering that we were the last customers there and that it was after the closing, the waiters did not rush us at all and made us feel comfortable and relaxed.",[[16]]
"I highly recommend Russian caviar to anyone who wants delicious , top-quality caviar and fantastic service .","[[12], [15]]"
A traditional family restaurant .,[[3]]
fresh ingredients and everything is made on demand.,[[1]]
kind staff who really allows you to enjoy your food and the company you're with.,[[1]]
"I thought the food was excellent, particularly the salmon dish I ate.","[[3], [8, 9]]"
"I also ordered the mojito change, which was out of this world.","[[5, 4]]"
"My friends settled for rice dishes, but we came back the next day to try dim sum, which was good... not exceptional, but good.","[[15, 16]]"
"We ate in the backyard, which is worth it since it's cool and the music sounds good there.","[[4, 4], [14]]"
"Overall, great restaurant!",[[2]]
The food was good.,[[1]]
The place was nice and quiet.,[[1]]
But the service was a little slow.,[[2]]
The buffet had a good selection.,[[1]]
The food was medium or higher including some surprisingly tasty dishes .,"[[1], [10]]"
The service was very good too.,[[1]]
I have a great piece of cheesecake and we had some other good cakes .,"[[6], [13]]"
"I'd recommend Roxy's for that, but not for her food.",[[9]]
My son and his girlfriend wanted cheese burgers and they were huge!,[[6]]
"As a result, their burgers fell apart in their hands and they made such a disaster that they didn't feel like finishing them.",[[4]]
I had a big pastrami sandwich on a roll .,"[[4, 5, 6, 7, 8]]"
"This place is very modern but they've forgotten the most important part of a restaurant, the food.","[[1], [16]]"
"The last two times I ordered from here my food was so spicy I could barely eat it, and the spice took the flavor off the plate.","[[9], [20]]"
And Tom Kha soup was pathetic.,"[[1, 2, 3]]"
"If you want a good, authentic Thai, this is not the place to go.",[[6]]
"We went to lunch here a couple weeks ago on a Saturday, and I was impressed with the food.",[[18]]
"Pesto's pizza was excellent, thin-skinned pizza with a good amount of spicy Italian cheese I'd never heard of.","[[0, 0], [11, 12, 13]]"
"The backyard is very nice, where you can see your personal lawn.","[[1, 1, 1]]"
We had the lobster sandwich and it was fantastic.,"[[3, 4]]"
"My husband said he could have eaten several more, the serving was fine for me, even exclaimed that the chips were the best I had ever eaten.","[[10], [19, 19]]"
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"[[3], [13]]"
We waited in the bar and we had martinis that were fine.,[[8]]
I love the food .,[[3]]
"It 's the only place you can get delicious , authentic Japanese comfort food .","[[11, 12, 13]]"
I've lived in New York for five years and this place has it all.,[[10]]
"A good meal , a good menu , good service and a low-key atmosphere .","[[2], [6], [9], [13]]"
"The dishes offered were unique, very tasty and fresh from lamb sausages, sardines with cookies, large, whole shrimp to the incredible pistachio ice cream (the best and freshest I've ever eaten).","[[1], [10, 11], [12, 13, 14], [15, 16, 17], [21, 22, 23]]"
I'm glad I was introduced to this place and this is a rare jewel in New York.,[[7]]
The best variety and fastest delivery.,[[5]]
The service was excellent and the food was delicious.,"[[1], [6]]"
"We 're very special about sushi and we 're comfortable with every choice that included: ceviche blend , crab pie , sashimi , sushi and rolls , two kinds of sake and banana tempura .","[[5], [15], [18, 16], [21], [23], [25], [27, 28, 29, 30], [32, 33]]"
Definitely a great place for a good occasion or date.,[[3]]
"Thai food is good , but delivery is terrible .","[[0, 1], [6]]"
A Thai restaurant without rice for dinner?,"[[1, 2]]"
"The food arrived 20 minutes after I called, cold and wet.",[[1]]
"This is a wonderful place in every way, especially the value of money.",[[4]]
That's a great service.,[[3]]
"The waiter welcomed us without delay, very kind and cordial.",[[1]]
She was very helpful in suggesting drinks and helping us order many good dishes since we knew nothing about Indian food.,[[13]]
The food seemed very appetizing and delicious since it came in a variety of high dishes.,[[1]]
We ended our great experience with a gulab jamun (desert) recommended by the waiter.,"[[7, 8, 9]]"
"I thanked my friend for recommending this restaurant to me, and I will definitely recommend it to others.",[[7]]
"The service here was excellent, the food was fantastic.","[[1], [6]]"
"The guacamole+butterflies snack was really great, we both ate the steak, very good, we didn't like the fries that came with it very much, but the steak was so good, neither of us cared.","[[1, 2], [10], [17]]"
You can 't go wrong with this place .,[[7]]
"The food is excellent and the service is fast, friendly and very professional.","[[1], [6]]"
"Always a good crowd, but never strong.",[[3]]
I don't want to write because I don't want my pizza place to freeze.,"[[10, 11]]"
By far the best pizza in Manhattan.,[[4]]
"The bark is thin, the ingredients are fresh and the staff is friendly.","[[1], [5], [10]]"
The menu has so many fish and oysters.,[[1]]
"The fish was very, very fresh.",[[1]]
We all agreed that Mare is one of the best seafood restaurants in New York.,[[4]]
I ran into this big pizza place while exploring my new neighborhood.,[[5]]
All the pizzas are fantastic and the price is even better!,[[2]]
I recommend Sofia 's pizza .,"[[2, 4]]"
The food was mediocre at best but it was the horrible service that made me swear I'd never come back.,"[[1], [11]]"
"Right after we paid, the waiter took the money and said, okay, you guys get out of here.",[[5]]
"For people who want good food and good service, Roxy is a place to avoid.","[[5], [8]]"
"The first time the sushi was exceptional, the second time it was a little soft.",[[4]]
"The blonde wood decor is very relaxing, the premium sake is excellent and the service is excellent.","[[1, 2, 3], [8, 9], [14]]"
Mizu is the Japanese finding in grammar.,[[0]]
"While their cooking is delicious, their sushi is out of this world.","[[2], [6]]"
Mizu is home to creative and unique rolls that are found nowhere else.,[[7]]
"Not only is the kitchen the best, the service has always been attentive and charming.","[[4], [8]]"
Warning: you may find it difficult to dine in other Japanese restaurants after a visit to Mizu !,[[16]]
"Thalia is a beautiful restaurant with beautiful people to serve you, but the food doesn't fit.","[[0], [7], [13]]"
I ordered the smoked salmon and the roe snack and it was out of taste.,"[[3, 4, 5, 7, 8]]"
"The appetizer was soft and small, the dessert was uninspired.","[[1], [7]]"
I expected something more from such an expensive menu .,[[8]]
The view is spectacular and the food is excellent.,"[[1], [6]]"
And also wonderful strawberry daiquiri!,"[[3, 4]]"
authentic Taiwanese food that's cheap... what else could you ask for?,"[[1, 2]]"
The cold appetizer dishes taste the same as I remember growing up in Taiwan.,"[[1, 2, 3]]"
delicious and simple food in a pleasant outdoor atmosphere .,"[[3], [7, 8]]"
He's a kind and attentive waitress.,"[[5, 5]]"
I like scalops as much as mahi mahi (saffron risotto -yum!).,"[[2], [6, 7, 8, 8, 9]]"
My friend ate her chicken and potato purée .,"[[4, 5, 7, 6]]"
delicious crab cakes too.,"[[1, 2]]"
"Even if the food wasn't that good, the garden is a great place to sit outside and relax.","[[3], [8]]"
This is a good pizza place with a good selection of thin-skinned pizza including the basil slice .,"[[4, 5], [9, 10, 11, 11, 12], [15, 16]]"
"His pants are horrible, bad, they make you vomit, shit.",[[1]]
The hiring service is bad.,"[[1, 2]]"
There's no pizza 33 for me!,"[[2, 3]]"
"Doses are scarce, unattractive and drip with fat, and personally I would drink popcorn before eating another one of these.",[[0]]
"Sandwiches are dry, tasteless and very expensive.",[[0]]
"Calling the Hampton Chutney Co. place warns you that these people offer more style than substance, but in this unattractive room with useless employees there was also a lack of the first thing.","[[5], [20], [23]]"
"Seriously, this place sucks.",[[2]]
"The atmosphere is unprecedented, the service is unparalleled and the food is magnificent.","[[1], [5], [10]]"
"The best Italian food I've ever eaten (and being Italian, it means a lot).","[[2, 3]]"
This is such a lovely and quiet place to eat out.,[[7]]
The restaurant looks out over the beautiful green gardens overlooking the Hudson River and the Statue of Liberty.,[[1]]
"The food is good, especially its most basic dishes, and the drinks are delicious.","[[1], [7, 8], [11]]"
"This is a great place to take foreigners, and perfect for watching the sunset.",[[4]]
A great sushi experience.,[[2]]
It 's a unique snack .,[[4]]
Try the sushimi cucumber roll .,"[[2, 3, 4]]"
"Good spills, great selections of drinks and very tasty bagels.","[[1], [4, 3], [9]]"
But who says Murray is a service thing ?,[[6]]
The service is terrible.,[[1]]
This place is not worth the price.,[[1]]
I'm going out with friends and suddenly I'm hungry and I just want one thing... his pizza.,[[16]]
This little place in Williamsburg is always nice and amazing.,"[[4, 2]]"
The pizza is delicious and the owner is one of the best in New York.,"[[1], [6]]"
Cream cheeses are out of this world and I love that coffee!!,"[[0, 1], [11]]"
"Bagels are fine, but make sure you don't make any special requests!",[[0]]
I ordered him a cheese sandwich with my face open and the manager basically told me to take my business elsewhere!,[[12]]
Don't get into anything but bagels!,[[5]]
Turkey burgers are scary!,[[1]]
The udon soup was soy sauce and water.,"[[2, 1]]"
The sushi was horrible!,[[1]]
The rice was of poor quality and was so badly cooked that it was hard.,[[1]]
"Besides, the rice had no seasonings, so sushi was soft and disgusting.","[[2], [7]]"
"The fish was adequate, but cut inexperimentally.",[[1]]
"Obviously , no one at the restaurant has any idea or experience with Japanese cuisine .","[[13, 14]]"
Good quick service.,[[2]]
The food is excellent and cheap.,[[0]]
The location is perfect.,[[1]]
"Well, this place is so ghetto, it's not even funny.",[[2]]
If you like the music that's made you fly and the system's not that good and you want to pay at least $100 for a bottle of Minimum then you'll love it here.,"[[4], [25]]"
"A very good pizza , especially the slice of Margarita .","[[3], [8, 7]]"
Great atmosphere and worth everything.,[[1]]
Winnie and her staff are the best team you can find serving you.,"[[0], [3]]"
The food is reliable and the price is moderate.,[[1]]
"For authentic Thai food, look for nothing but shades.","[[2, 3]]"
"Try the pad thai, or try anything on the snack menu... they're all delicious.","[[2, 3], [9, 10]]"
Everything in this restaurant was special.,[[3]]
"The service was attentive, but discreet.",[[1]]
Brioche and lollies as party favors is a sweet and cute touch to a more memorable meal.,"[[0, 1, 2]]"
The place was quiet and charming.,[[1]]
The service was good and the food was wonderful.,"[[1], [6]]"
I didn't try caviar but I tried its salmon and crab salad (they're all good),"[[8], [10, 11]]"
It's definitely a good place for snacks and chat.,[[4]]
"As a retired hipster, I can say with some certainty that for the past year Lucky Strike has been the best relaxed night in town.","[[15, 16]]"
"The wait staff is nice, fun and mostly wonderful (in the form of wonderful aesthetic beauty, not in the way that she's more beautiful than me).","[[1, 2]]"
"The food is delicious, especially its perfectly cooked mussels in spicy tomato sauce and its crispy fries.","[[1], [8, 9, 10, 11, 12], [16]]"
"But the best part about LS is the nighttime atmosphere, deliciously free of BTS.","[[8, 8, 9]]"
"You can get a completely delicious Martini in a glass (which is about 2 1/2 drinks) for $ 8.50 (I recommend the vanilla shanty , mmmm!) in a great home atmosphere with great music .","[[5], [22, 23], [30], [33]]"
"The Saturday night house DJ has a very good taste in music, and besides, she accepts requests.","[[2, 4]]"
You can 't go wrong with this place .,[[7]]
Suan is a great place that I often take my friends (schools) too.,[[0]]
"Its good location and the fact that Hutner College is nearby and its prices are very reasonable, makes students come back to Suan again and again.","[[2], [22]]"
I love your Thai people.,[[3]]
Noodles with shrimp and chicken and coconut juice is the thing to do!,"[[0, 1, 2, 3, 4, 5, 6, 7]]"
I'll be back in Suan soon!,[[4]]
In summer-eat out on a terrace (another great feature of suan)!!!,[[5]]
I can't imagine a more friendly staff working in a restaurant.,[[6]]
I can't imagine any better Indian food in the whole city.,"[[5, 6]]"
"In the last three months, the chef and staff have changed and it hasn't been for the better.","[[6], [8]]"
The food is inconsistent now.,[[1]]
This is the kind of place you'd like to take all your friends to and keep a secret.,[[5]]
The setting is casual and romantic.,[[1]]
The food is excellent!,[[1]]
"If you dare, try the balsamic vinegar on ice cream, it's wonderful!","[[5, 6, 7, 8]]"
"You don't take hamburgers, no matter what the critics say.",[[3]]
"The rest of the minimum amount, although it's expensive by Chinatown standards, is worth it.","[[4, 5]]"
"The wait here is long for Dim Sum, but if you don't like sharing tables or if the typical noisy atmosphere of Dim Sum isn't your job, this is a stylish alternative (for Chinatown).","[[1], [20]]"
"Some tips: skip the cranberry cake , roast pork buns and egg cakes .","[[4, 5], [7, 8, 9], [11, 12]]"
The food was exceptional.,[[1]]
"I chose to go with one of the specials, the lamb in red wine, which was excellent.","[[10, 10, 11, 12, 13]]"
The service was friendly and the atmosphere casual.,"[[1], [6]]"
The restaurant is a little noisy but that's something you can overlook once you sit down and enjoy a good meal.,"[[1], [20]]"
This little place has a nice interior decoration and affordable prices from the city.,"[[2], [6, 7]]"
"The pad chicken was delicious, but the pad thai was too fat.","[[1, 8, 1, 2], [7, 8]]"
"I've eaten at Ginger House several times, and it's always good.","[[3, 4]]"
The fries are great!,"[[1, 1]]"
Finally a reliable Chinese restaurant !,"[[3, 4]]"
This place would be much better served if it was run by a group that really understands customer service .,"[[17, 18]]"
"Terrible, terrible management - it deserves to be closed.",[[2]]
"delicious bagels, especially when they come out of the oven.",[[1]]
"The stretchers and tops are great, but a little expensive.","[[1], [0]]"
The service is quick and friendly.,[[1]]
"The food is decent at best, and the atmosphere, well, it's a matter of opinion, some might consider it a sweet thing, I thought it was just annoying.","[[1], [8]]"
"Rao is a good restaurant, but it's nothing special.",[[0]]
"But after last night, the spice board is the only place I'm eating Indian cuisine.","[[13, 14]]"
You should try the shrimp snacks .,"[[4, 5]]"
This place has the right atmosphere and excellent staff to make you feel like a guest and a friend at the same time.,"[[5], [8]]"
"Great food, great prices, great service.","[[1], [5]]"
"If you're looking for good quality, cheap food, this is the place.",[[7]]
It 's a perfect place to eat a nice Indian meal .,"[[9, 10]]"
"I loved the different, innovative touch the chef gives to the food.",[[7]]
"It's also great to have dinner in a very romantic and comfortable place, the service is perfect... they're so friendly we never want to live there!","[[12], [14]]"
"Your bagels are fine, but they're a little overcooked, and not really a 'special' bagel experience.",[[1]]
Big bagels did the old fashioned thing.,[[1]]
The downside: service is slow and they don't serve!,[[2]]
The food was absolutely amazing!!,[[1]]
The baked clam octopus we shared as snacks was the best we've ever had!!,"[[1, 2, 3]]"
"The lamb was so tender and full of flavor, the dessert was divine!!","[[1], [10]]"
The waiter was watching.,[[1]]
The bar scene seems to be happening.,"[[1, 2]]"
"Dinner in the city center 2002 - solution price: snacks were fine, the waiter gave me a bad suggestion.. try the best Kanish potato stuff one.","[[9], [12], [23, 24, 22]]"
"Small portions for the main snack, I had salmon (I wasn't impressed) bride had chicken, it was good.","[[1, 2, 4, 5], [8], [14]]"
The dessert is a joke... don't bother,[[1]]
"Virgins or weekly clients, they're all treated the same way and you can't ask for more than that when the service is so friendly.",[[20]]
"The restaurant has a familiar feel, no less important in terms of portions that are huge; the calf alone could have solved the Third World famine.","[[1], [12], [17]]"
"The anti-paste was excellent, especially the squid, as well as the filling pastes.","[[1], [6], [12, 12]]"
The list of wines is extensive and you can easily go through a meal of another reasonable price .,"[[3, 1], [13]]"
"Still, any dispute over the bill was compensated by measures of pouring their own liquor that were courtesy of the house...","[[9, 10, 14]]"
It 's a fantastic place .,[[4]]
Lucky strike is a great place to eat.,"[[0, 1]]"
"Great food , great decor , great service .","[[1], [4], [7]]"
"This is the perfect place to meet friends, have lunch, dinner, drink before or after the theater.",[[4]]
(always asks the bartender for seasonal beer !!!),"[[5, 6]]"
A great vacation spot to meet coworkers or friends you haven't seen in a while.,[[3]]
I've been doing all of this at the Heartland Brewery for over 5 years and I've never been disappointed!,"[[8, 9]]"
What a wonderful place !,[[3]]
It 's not the typical New York theme restaurant .,[[8]]
"A fresh bar with good food , and tons of excellent beer .","[[2], [5], [11]]"
The shrimp was excellent and the pastries were abundant.,"[[1, 1], [6]]"
"If you venture to Manhattan Island and can't find a great Italian restaurant, drive to Corona.",[[15]]
The only thing more wonderful than food (which is exceptional) is the service .,"[[6], [12]]"
The only thing the waiters don't do for you is clean your chin when you leave.,[[4]]
A romantic atmosphere with only 15 tables at most.,[[2]]
The service was very fast but a little rushed.,[[1]]
"The food was very good, but not what I would consider outside this world.",[[0]]
It's a shame the food wasn't from the same heritage.,[[4]]
"The special pork pasta was bad taste, as was the seafood tagliatelle.","[[2, 2, 3, 1], [10, 11]]"
But it wasn't the cake enamel: a tiramisu that didn't look like anything he'd ever had.,[[7]]
I really liked this place .,[[4]]
This place has the best Chinese-style ribs in town.,"[[6, 6]]"
I also recommend rice dishes or the different congee varieties (rice drops).,"[[3, 4], [8, 10, 11]]"
It's definitely not a place to go if you want to impress someone.,[[4]]
"However, if you want a good meal at a good price and you don't care about the decorations, you can't beat this place.","[[6], [17]]"
Quick and kind service .,[[3]]
"When you're sitting in his main dining room (which has a high, hand-painted ceiling) you'd never know there was a world outside.","[[5, 6, 7], [13]]"
"The food is wonderful, tasty and satisfying, and the service is professional and friendly.","[[1], [9]]"
I can't wait for summer when they serve out in their giant yard.,[[12]]
I tried Suean recently and I thought it was great.,[[2]]
This little place definitely exceeded my expectations and you get a lot of food for your money.,"[[2], [13]]"
The service was quick and pleasant and the food was very tasty and they had the best hot sauce to add to their meals.,"[[1], [8], [17, 18]]"
The food is good .,[[1]]
- That 's a good drink .,[[5]]
I've never eaten cheese like this.,[[3]]
"A great place, whether you're looking for a couple drinks or a quiet dinner.",[[2]]
warm and pleasant in winter and fantastic outdoor spots in the warmer months.,"[[7, 8]]"
The food is excellent and they have a good selection of wines at reasonable prices.,"[[1], [11]]"
"While the atmosphere and atmosphere were excellent, the food and service could have been much better.","[[2], [4], [8], [10]]"
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and over the bone.","[[3, 4]]"
"I've been to Sapphire twice and both times the food was fine, if not fine.",[[9]]
"The service is nice, and he never had any trouble getting in and getting a table.",[[1]]
- I 'll skip the dessert .,[[5]]
The best Rubén sandwich of all time!,"[[2, 3]]"
Don't miss Bloom's visit on your next trip to Manhattan.,[[2]]
"It was the first place we ate on our first trip to New York, and it will be the last place we'll stop when we leave the city on our next trip to New York.",[[20]]
Thanks to Bloom for a lovely trip.,[[0]]
"The food was not fresh, the sauces were soft and very oily.","[[1], [6]]"
The pizza was a little wet.,[[0]]
Ravioli was good... but I have to say everything seemed a little too expensive.,[[0]]
There's not enough wine in the glass either.,"[[0, 4, 5, 6]]"
The service was excellent and I really liked the atmosphere.,"[[1], [9]]"
"The food was medium... if prices were lowered a little, it would be a bigger attraction.",[[1]]
This place is a big deal.,[[1]]
authentic Pakistani food .,"[[1, 2]]"
People are always nice.,[[0]]
Just cheap and good food.,[[4]]
The fan is very good.,[[0]]
The best pad thai I ever had.,"[[2, 3]]"
The design and the environment are just as good.,"[[1], [4]]"
Bottles of wine are cheap and good.,"[[0, 1, 2]]"
The food was really amazing.,[[1]]
"Muscles were the heaviest things I'd ever tasted, the watermelons were soft, the goat cheese salad was weird from goat cheese, the chicken penis had bones in it... it was disgusting.","[[0], [9], [13, 14, 15], [23, 22]]"
"The atmosphere was pleasant, the service was very pleasant and the desert was good.","[[1], [5], [11]]"
The jukebox plays everything from Italian opera to the punches.,[[1]]
"The food is amazing, rich pastries and fresh pizza.","[[1], [5], [8]]"
"Best of all, the warm atmosphere, the owner is super friendly and the service is fast.","[[5], [7], [13]]"
Come here for the drinks !,[[4]]
Drinks are amazing and half off until 8:00.,[[0]]
"Ask for Usha, the best bartender in Manhattan.",[[2]]
My favorite was the girl from the bad ...,[[4]]
This is an amazing place to try some roti rolls .,"[[8, 9]]"
I really recommend simple egg rolls .,"[[4, 5]]"
"Fine spices , onions , eggs and a roti .","[[1], [3], [5], [8]]"
"Toons has been recently renovated, so it's now a very attractive space.",[[0]]
The food is as good as ever.,[[1]]
"In an area that sadly lacks decent Thai food, this is one of the best places.","[[7, 8]]"
"I was here last night, nice decor, good service, but the food was surprisingly excellent.","[[6], [8], [11]]"
"The portions are huge, so it might be good to order three things to divide (instead of an appetizer and an appetizer per person) for two people.",[[1]]
The best rice and spicy soup battalions in town!,"[[6, 2], [4, 4, 5]]"
The beef noodle soup is good too.,"[[1, 2, 3]]"
The service is good and the restaurant is clean.,"[[1], [6]]"
The best Taiwanese food in New York!,"[[2, 3]]"
I've been to Rao's probably 15 times in the last 3 years and it's still getting better.,[[3]]
Rao's has the best service and atmosphere in New York.,"[[4], [6]]"
My roommate and I love this place .,[[6]]
"We recently decided to try this place out, and to our delight, they have outdoor seats, perfect since I had my Yorkie with me.","[[14, 15]]"
The interior was very cozy and lovely.,[[1]]
"The serving sizes here are huge, and sushi is good.","[[1, 2], [7]]"
The staff is very accommodating.,[[1]]
Excellent pastries served in a clean and elegant decoration.,"[[1], [8]]"
"I got the $10 combo of 10 pieces, each piece of which was great.","[[3, 6, 4]]"
The decor is very simple but comfortable.,[[1]]
The food was delicious but don't come here on an empty stomach.,[[1]]
The portions are small but the fact that the food was so good makes up for that.,"[[1], [9]]"
You should eat the crab meat lasagna that's out of this world and the chocolate bread in desserts.,"[[4, 6], [14, 15, 15]]"
The staff there is very attentive and grounded.,[[1]]
Indian food is excellent and the service is amazing.,"[[0, 1], [6]]"
The owner really caters to all your needs.,[[1]]
The food is excellent and the prices are very reasonable.,[[1]]
The food here does a great service to the name (in Cantonese it's...).,[[1]]
I fell in love with egg noodles in a beef broth with shrimp pastries and slices of roast pork .,"[[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]]"
This dish is my favorite and I always have it when I go there and I never get tired of it.,[[1]]
"Try congee and toast as a fried dough they call ow law soh, a delicious, sweet flavored bread.","[[1], [10, 11, 12]]"
Just a good taste of Chinese food at incredible prices...,"[[5, 6]]"
Service isn't what you're here for...,[[0]]
Big Wong is a great place to eat and fill your stomach.,"[[0, 1]]"
"Whoever the jazz duo was, they were on point.","[[2, 3]]"
"Good music, good food, fast service at affordable prices.","[[1], [3], [5]]"
Even the wine by the glass was good.,"[[2, 3, 4, 5]]"
consistently good Japanese tapas .,"[[2, 3]]"
There's always good drinks and the service is pretty good.,"[[3], [6]]"
The atmosphere is pleasant and relaxed too...,[[1]]
A great place to gather for food and drink...,[[2]]
Yakitori (BBQ meat) is also tasty.,"[[0, 1, 2]]"
"If you don't mind low-quality pre-cut fish, hostile staff and a sushi chef who seems miserable then this is your place.","[[6], [8], [11, 12]]"
The price and quality of the fish alone will prevent us from making a return visit.,[[6]]
I wasn't going to share but I feel obliged... while I was sitting at the sushi bar having dinner we watched the chef accidentally leave a piece of unagi on the floor and as he recovered it from the floor proceed to use the piece in the delivery order he was preparing.,[[22]]
"This place, which is only a few months old, is perhaps Queens' biggest secret.",[[1]]
"Fabulous decoration - makes you feel like you're in a trendy Manhattan restaurant, very good food, cheap, staff generally friendly, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home... very soho/town/Upper West Side minus the expensive prices and pretentious clientele... all on Roosevelt Avenue!","[[1], [15], [17], [33, 34]]"
We were sitting outside and the waiter poured red wine and hot tea on me and my girlfriend.,[[6]]
"You'd think we'd apologize or get free drinks, but we have a snobbie waiter who doesn't even take our order for 15 minutes and gave us a lip when we asked him to.",[[13]]
"With so many good restaurants at UW, I don't need too expensive food, an absurd and arrogant service staff who doesn't recognize that they work at a glorified restaurant, a clumsy service and an administration I don't care about.","[[12], [17], [31], [34]]"
I'm relatively new to the area and I tried to pick a Bgel in 2nd and I was disappointed with the service and thought the food was overloaded and on the expensive side.,"[[21], [25]]"
The food is good and the prices here are mediocre.,[[1]]
Balushi's has solid food and nice decoration at reasonable prices.,"[[0], [3], [6]]"
The only problem is the manager is a complete incompetent.,[[5]]
He's a low-level service and has no personality.,[[3]]
There 's no excuse for such a terrible service !,[[8]]
I 've never eaten 40 pieces of nigiri relatively good before .,[[7]]
$20 for everything you can eat sushi can't be beat.,"[[2, 3, 4, 5, 6]]"
"I went to Areo one Sunday afternoon with four of my girlfriends, and I spent three fun hours there.",[[3]]
"Most servers are very attentive, kind and quite attractive.",[[1]]
"The atmosphere was very relaxed and welcoming, the service was excellent, and the food was excellent!","[[1], [8], [13]]"
The food was good and the view of New York City was amazing even on a rainy day like the one I went to.,"[[1], [6, 7, 0, 8, 9, 10]]"
I 'd recommend a table by the window .,"[[4, 5, 6, 7]]"
Although they ask the typical questions of what kind of water you'd like the service was good and generally very relaxing to eat.,"[[14], [22]]"
The food is excellent.,[[1]]
Personal pots are the perfect size for those hungry nights.,"[[0, 1]]"
There's a disadvantage if you're ordering... delivery types have an important attitude.,"[[6, 7]]"
I've never had a guy so dramatic (a lot of sigh and sigh and whisper under the breath) that always seems disappointed with his tips.,[[4]]
"I love the scene first of all, the place has a nice character and a nice light, very lucky, with location.","[[3], [8], [20]]"
The pizza was pretty good and huge.,[[1]]
"We were four years old and we got the size of our family, a vodka penny that was a tremendously giant portion -- literally a bucket of food.","[[15, 13, 14]]"
"Penny pasta was pretty extra butter, creamy which means a big dig job... tasty at first but I'd say it was full of a slice of pizza and seven to count, Penny...",[[1]]
Rosa comes in and I think they're doing better.,"[[0, 0]]"
"Interesting selection, good wines, excellent service, fun decoration.","[[1], [3], [5], [7]]"
"I found it on a cold night, the perfect place to warm up.",[[9]]
I got a quick service with a smile.,[[4]]
This place has left me lifeless... my new favorite restaurant upstairs.,[[1]]
The wine list is extensive and impressive.,"[[1, 2]]"
"I love the atmosphere, I felt like Paris.",[[3]]
The muskets were fantastic and the dessert too... will definitely be back soon.,"[[1], [6]]"
I've been coming here for years and I have nothing else to say about the services and the great staff at The Lantern.,"[[15], [19]]"
"Over the years the host, Vittorio, and his team, have always treated me like a family... although with all the business this jewel does not so small, it is surprising that it is even able to remember a constant but not so frequent visitor.","[[4], [8]]"
